gene_symbol,chromosome,start,end,BXD1,BXD2,BXD6,BXD8,BXD9,BXD11,BXD12,BXD13,BXD14,BXD16,BXD18,BXD19,BXD21,BXD23,BXD27,BXD28,BXD29,BXD31,BXD32,BXD33,BXD34,BXD36,BXD40,BXD42
Cdk4,10,126500590.0,126504976.0,8.904202072499999,8.2158249935,8.6813132375,9.058624151,8.558350746,8.2411593645,8.743027922,8.9428301225,8.9893139105,8.528888155499999,8.722337399499999,8.0423126835,8.632566109499999,8.436923505,8.8333822345,8.6673318915,8.8332723105,9.0242467695,8.713519189,8.545197634500001,8.507971372,8.6612335375,8.7764458355,7.617610056
Cdk5r1,11,80290525.0,80294686.0,10.58410415,10.88457761,10.55119212,9.745813657,10.27861136,10.96924531,10.09405294,10.04119079,9.985123812,10.60654958,10.03249464,11.22210364,10.23908422,10.29546911,10.08430894,10.31217388,9.627709699,10.05831605,9.606500254,10.4543160565,10.64021739,9.886555221,9.858467492,10.76543231
Cdk5rap1,2,154161116.0,154198746.0,7.62328249,7.460860698,7.530836033,7.492771089666667,7.4599797636666665,7.323129001000001,7.516667357,9.258364383666667,9.165714174666666,7.510734132333333,7.4745017413333334,7.446085766333333,7.41126608,7.386164157,7.385161151999999,9.123932091,7.471303253333333,7.616249454000001,7.394154239333333,9.298834332333334,7.619865728333333,7.469649541666667,7.379310596333333,7.185371645333333
Cdkn1a,17,29227924.0,29237667.0,8.4024436325,7.576233384,8.2873351905,9.201487437499999,10.085315423499999,8.737195797,9.090054196,8.9799428185,8.1447292955,9.0517159565,8.585391136,7.4645112065,8.425166739,7.9816422419999995,7.7630278865,9.0501092815,9.7295659955,9.246823147,8.7581842315,8.36550289875,8.561906343499999,9.7444960895,9.824882193499999,8.8150556305
Cdr2,7,128100550.0,128125826.0,9.140409414,8.609561074,8.727905108,8.947494291,8.673102855,8.458605262,8.096894291,9.36340553,9.14284798,8.463365365,8.700843621,9.532371066,9.068494241,8.637287962,8.218084376,8.694985242,8.751273921,8.452611444,8.636523708,8.5214066685,8.604609359,8.888791136,8.196394599,8.412830252
Cds2,2,132088884.0,132137786.0,7.531557059,7.527569172,7.312612837,6.901134101,7.326174418,7.619379702,7.576689637,7.508522928,6.895392303,7.593405826,7.549539928,8.260600734,6.907963579,7.641566097,7.643639451,7.660527635,7.085398168,7.069330567,7.242282301,7.508054379000001,6.549663828,7.177262562,7.324401263,8.169461331
Ceacam1,7,26246721.0,26262644.0,7.4971261325,7.323560481,7.3395564645,8.4128260055,7.8504787165,8.7110431025,7.989359694000001,7.923201062,8.2910879705,7.872760497,7.808557875,8.0206166705,8.5339889805,8.0560373195,7.127544801,8.008434534500001,8.552214975,8.9507647545,8.37695929,7.4240616665,7.4863944835,10.107121453000001,10.003604406000001,9.947667475500001
Ceacam10,7,25562223.0,25569668.0,9.613332335,10.69519979,9.732748743,9.266517777,10.5777419,10.8377934,9.558925961,9.683130007,8.973539916,10.7153482,9.227852256,11.09468531,9.143317288,9.804365895,9.633232107,9.449750153,8.457709456,9.172208909,8.757197484,9.3628954815,9.689061882,9.526095335,10.20868553,10.67343125
Cebpa,7,35904322.0,35906945.0,9.6233463075,9.5022537085,9.5317880505,9.302999413999999,9.278983766,8.902783671,9.854505513500001,9.7368938095,9.3312120205,9.233269612,9.7655178485,9.1031218385,9.293028385,9.5432279515,9.997022547,9.8436891835,9.158956612499999,9.1736744275,9.5130094985,9.83991364575,8.584788733,9.3803477435,9.1609414825,9.180073301
Cebpb,2,167514415.0,167515918.0,13.31293137,13.0478222,13.15404379,13.76785549,13.91103365,13.10896842,13.91865518,14.2890743,13.15404379,13.79326454,13.5244919,13.74341725,12.73101041,13.03784732,12.96244719,13.2569834,13.58532538,12.8245642,13.24365601,13.64770264,13.39084545,13.66555496,13.19507103,13.79326454
Cenpj,14,57145598.0,57190683.0,7.921711312,8.339095327,7.668290459,7.487297608,7.991635562,8.183038696,7.361334558,7.567031813,7.11159638,7.453565855,7.417261945,7.994621596,7.340277268,7.634876343,7.782949602,7.655467732,7.206112807,7.359976822,6.975734181,7.469238656,7.790090591,7.199857021,7.81326315,7.13958379
Ces3,8,95689967.0,95721737.0,7.760691611,10.93279591,8.264183116,7.470236412,7.337363855,7.359112806,10.89391246,9.081879375,11.54904183,7.826108032,8.814388611,10.40824114,11.41288374,10.15023634,7.82635915,11.10483057,10.95768599,10.91170603,9.749443824,8.545612901,9.045376937,10.64021739,10.16391115,8.101943517
Cetn2,20,70158871.0,70163750.0,7.918365131,8.415662568,7.628280996,7.043028248,8.066480154,8.387407489,7.481290331,7.549194741,7.271692159,7.987882869,7.381360682,7.851847659,6.873980137,7.692581248,7.819327618,7.636414407,6.823900427,7.269804417,6.884268775,7.467088313,7.240659372,7.206331451,7.717469609,6.990322425
Cetn3,13,81922252.0,81935915.0,11.88304337,11.97315976,11.58572453,11.79877526,11.49387038,11.96887242,11.38648896,11.35252397,11.45449818,11.19336162,11.4084735,10.9080136,11.7960311,11.49608769,11.35686797,11.3513325,11.23401811,11.32365792,11.35041317,10.91027633,12.25210003,11.37352957,11.41185703,10.92367742
Cfl1,19,5490521.0,5493997.0,10.1645461,9.756553318,9.249400345,9.217094217,9.953044473,9.885551253,10.08650728,9.903483834,9.454687821,10.03624889,9.716201178,9.906148116,9.787792649,9.251551521,8.778850774,9.981659027,9.531845746,9.378060338,8.950896121,10.079963445,8.942254677,9.936461934,9.960320539,10.01466437
Chaf1a,17,56179839.0,56207449.0,9.856712002,9.571705241,9.849385579,9.531845746,9.902006854,8.78642091,9.496046736,9.994450937,9.471295683,9.021002393,9.974148388,8.691904636,9.686598438,9.383773511,9.717853579,9.801843951,9.370639507,9.42898919,9.839924174,9.323777594,9.330472048,9.762207126,9.45062654,8.452038833
Chchd7,4,3866035.0,3878193.0,9.447497763,9.883911085,9.208151658,9.016504505,9.612835632,10.00541832,8.914689555,8.867857435,8.896165949,9.453844593,8.953936559,9.244673979,8.559390206,9.038675903,8.837603515,8.921651118,8.041018374,8.596370529,8.62775593,8.713053482500001,9.729784353,8.946760901,9.42233749,8.274904206
Chd2,7,80574494.0,80686716.0,7.164122057,7.414385792,7.557854613,9.029196896,7.722178967,8.796557156,7.287105831,7.448002132,9.069768221,7.384315129,7.388892467,7.559319617,9.158594329,7.502950678,7.161347449,7.568532099,8.540262457,8.78231524,9.013468711,7.496947436499999,9.006985301,9.186929386,8.876513746,9.166207426
Chd7,4,8617617.0,8794806.0,8.157949901,8.558095881,8.920013417,10.76543231,9.202121184,10.91076142,7.952202328,8.256337244,10.71666955,8.721375739,8.556693196,9.258237354,10.67140301,8.67788587,7.648202437,9.122268341,10.41382015,10.83550409,10.55119212,8.350636395,10.76609196,10.54708096,9.886555221,11.05794364
Chi3l3,3,105950472.0,105970482.0,9.907184683,8.875676519,9.089832751,7.76429327,9.871442502,8.609561074,8.484647861,9.101958185,8.906699841,9.346505987,10.18799344,9.795407556,7.80436131,9.244221912,9.246877579,8.04840125,9.046209729,9.296348928,8.918353374,7.738432210999999,7.921466554,8.456322501,9.597203893,9.758429253
Chi3l4,3,106004408.0,106022425.0,11.978573502333333,11.277527242,11.376799655999998,10.408975847999999,11.796875109333333,11.044528374,10.929830548666667,12.088690524333332,11.888778848333333,12.195670612666667,12.020698799333333,12.008373083999999,10.866780916666665,12.114773434333335,12.211205368,11.220605854666667,11.870662995333333,12.073408355,11.595620010666666,10.737125271833333,10.319993117333334,11.427422255333333,12.101290525000001,11.698021572666667
Chit1,1,136007819.0,136048117.0,7.551348666,7.649838384,7.63622122,7.075444282,7.21521895,7.433148592,7.651881925,7.880757107,7.469585161,7.029900174,7.93921132,6.724133188,7.36940141,8.064886416,8.073099163,8.473068581,8.023624422,7.129148577,7.912802676,7.1978165364999995,8.080778149,7.72286464,6.937078181,6.616883908
Chrm3,13,9875859.0,10360049.0,9.050487257,7.968066526,8.210421049,8.780782176,9.406736484,8.826677568,9.605533406,9.621559144,8.531600193,9.290963987,8.767310325,9.868240929,7.839979216,9.108729589,8.817858893,8.836499354,8.975257631,9.291447924,7.980791163,9.320348541000001,8.280245951,9.239857244,8.663133543,9.708701479
Chst3,10,59644282.0,59651455.0,7.213680199,7.928128527,8.078486556,6.664697022,7.164274468,7.766142453,7.272572977,7.72626269,7.403670883,7.34004036,7.66553822,8.157341006,6.622165269,7.885863535,7.139000111,7.59283457,7.823756357,7.931932405,6.975106707,8.129550438999999,6.46166491,7.473272379,7.227927647,7.819989628
Chtf18,17,25855976.0,25864347.0,9.173885989,8.812448703,9.336842177,8.817042431,9.310932913,8.167278889,8.946760901,9.170935163,9.165271764,8.477370694,9.278345875,8.256656389,9.055280091,8.708481055,8.973539916,8.960881291,8.99019115,8.661349389,9.112176882,8.7268486825,8.968535945,9.063487754,8.476321243,7.95298769
Ciapin1,8,97343718.0,97362258.0,9.720869615000002,8.848093884499999,9.7762653815,9.87728897,8.889338366,9.418804058,9.0029088565,9.703488967,9.039757643,9.65876442,9.859696081500001,8.718310347,9.0660877495,9.010366940499999,9.628077839,9.927164788999999,9.0577865375,9.096381882,9.9352706425,9.654701120250001,9.875424182,8.903693202,8.775092941,9.1571273255
Cib2,9,54392601.0,54408025.0,9.78209072,9.3189983905,10.07058113,10.15078306,9.596292416,9.300752637,9.741303543499999,9.962987369499999,9.6456672195,9.618001903500002,9.994901935,10.015359513,10.53047619,9.4761215065,9.6445599895,9.52133612,10.01301303,9.3193043495,10.137302635000001,9.34646257775,10.32457958,10.32606965,9.595876107,10.51783069
Cish,9,107199020.0,107204292.0,8.741644906,9.254242524,9.86666179,9.45290869,9.128299842,9.670414843,9.274921862,9.067666942,9.036074527,9.354969335,9.311720478,9.908737852,9.42424316,9.166642489,9.520131943,10.01347988,9.148957861,8.938212469,9.723095205,9.759581852499998,9.436888238,9.32103617,9.132485962,9.773029456
Cit,5,116295287.0,116458956.0,6.389291363,6.532303284,6.59601297,7.318353536,7.04537343,7.130272383,6.444049391,6.546971791,7.350555756,6.519713097,6.645472267,6.627564457,6.990436175,6.604466124,6.333318034,6.658958603,7.328357843,7.658856506,6.710484196,6.525839563,6.63946074,8.431393187,7.446811981,6.899809506
Cited2,10,17443032.0,17444750.0,10.349195433,10.382967650000001,10.255295213,11.66546604,11.121521287,10.8641884255,10.82158,11.103025266500001,11.128442625,10.810961671000001,10.7905595255,10.678265817,10.990514751500001,10.6748686785,10.468741326,10.581760088500001,11.217016305000001,10.9358305825,10.84858581,10.47592073275,10.961697843,11.315875435,10.7871751135,10.6483021515
Ckap2,8,23278921.0,23296291.0,7.833166234,7.135071601,6.987203906,7.831465024,7.029959001,7.751904376,7.677908034,7.944244414,7.887659809,7.727502312,7.560468225,7.489165419,7.69667487,7.816413342,7.860180324,7.863287173,8.325568871,8.376990576,7.676142286,7.5368076760000005,6.753270917,7.299121758,7.210128315,7.19993437
Clasp1,1,120285635.0,120506009.0,7.147274578,7.865023846,7.186628562,6.981910876,7.879335288,8.123401616,7.072038116,6.948521356,7.001188357,7.763625924,7.31275835,8.046317898,6.615510094,7.347906248,7.174321616,7.221652083,6.756656041,6.95221508,6.837225479,7.325063417,6.959649378,6.876562878,7.573505426,7.248586969
Cldn15,5,137442486.0,137451728.0,9.410686540499999,9.191887678499999,8.485243971000001,8.6115211315,8.715105855000001,8.383595388,8.6641345195,8.781214231,9.301669683,8.729282276,9.245359168,8.846624171999999,8.740854165,9.362126869,9.2251025175,9.4108582315,8.9895209375,9.1787667205,8.541673169500001,8.445218730250001,9.092745060999999,9.132719395999999,8.746303019499999,8.418032669999999
Clec4a3,6,122902533.0,122919893.0,10.14858708,9.643479848,9.795407556,9.688537327,9.393769359,9.83243476,10.09225557,10.09969468,9.751391973,9.578982033,9.982816833,8.846477881,9.358536345,9.896094978,10.03884074,9.725868393,10.26143699,9.75199446,10.09567709,10.136895137,9.566650157,9.30538769,9.904521047,9.483663965
Clk1,1,58467033.0,58480910.0,7.717183752,8.227263928333334,7.762006863666667,7.637322567999999,8.457546325000001,8.60257513,8.133330085999999,7.923000915666667,7.729450208666666,8.400203544,7.649171293333333,8.506747915333333,7.407785573333334,7.912549853999999,8.033479644666667,7.908441410999999,7.564126941333334,7.5886917663333335,7.3479428979999994,7.8149575455,7.878778654666667,7.823830392333334,8.230550760666667,8.304339573
Cln6,9,62686592.0,62699813.0,8.746088054,8.985208234,9.085947616,8.60073756,9.003610504,7.978730074,8.707786814,8.653492448,8.501514871,8.363095579,8.876855421,8.084453821,8.71738716,8.586227354,8.883490209,8.718805781,8.446619895,8.275186865,8.886489179,8.5454181755,8.582573547,8.646168267,8.43915894,7.453211861
Clp1,2,84563279.0,84567507.0,9.388840555,8.958846315,8.972285001,8.988093263,9.463102355,9.733289875,9.559955834,9.713001791,9.530505454,9.482693088,8.879363602,9.554952843,8.521092375,10.11019432,9.378568566,9.768532898,9.41000869,9.872971204,9.549792601,9.459391884999999,8.614168001,9.320238752,10.10676585,10.01742717
Clu,14,66587320.0,66600385.0,7.40798318,7.121806874,7.313586999,7.96668894,7.469228989,6.956521537,6.756941648,7.141112537,7.473841668,7.315779793,7.089702829,7.37268686,7.303626127,6.924456005,6.875195532,7.310044483,7.364678968,6.937493162,7.758849266,7.1282839540000005,7.978268922,7.624598227,6.871775443,6.816897315
Cnn2,10,79451329.0,79458807.0,10.5260155265,10.897496202,10.471232492,10.132203279,10.917742256,10.951887464999999,10.526999789,10.481137274,10.0426367425,10.956181682,10.350878333499999,11.3406267215,9.874711226,10.7820480585,10.6670062895,10.3073003375,9.7939362065,9.911445455500001,9.9822691365,10.6169232405,10.0939626135,10.4040780735,10.8196007425,10.683918168
Cnn3,3,121129452.0,121160867.0,8.102980484,8.359552004,8.970266052,7.385217024,8.278306299,7.794714523,7.608003858,7.984606617,8.181914849,8.299666861,8.448623883,8.500094672,7.521610596,8.63199982,8.53851345,7.878110368,8.73537633,8.983196063,7.661600525,7.9804582525,7.518241911,8.522822071,8.554956192,8.324565053
Cnot4,6,34995176.0,35083715.0,7.656658674,7.9599383003333335,7.731442901666667,8.412807299333334,7.8108701336666675,8.456907495666668,7.476560373333334,7.466207974666666,8.288906051,7.677910263,7.686135412333333,7.8238457766666665,8.207222935333334,7.745445051333333,7.562941279,7.800920107666666,8.224296905333334,8.470612756666666,8.082714393666667,7.652229606500001,8.496831174333334,8.212306874000001,8.293883101333334,8.372782016
Commd10,18,47118530.0,47247649.0,8.336837029,7.930164238,7.868864994,7.956667606,7.902952562,8.107415628,8.683168848,8.570376266,7.968866284,8.45167578,8.375725605,7.861180504,7.337605863,8.247974285,8.431807728,8.742729791,8.159166962,8.431393187,8.100841261,8.445829777499998,7.740758518,8.06045826,8.054518034,7.483670763
Commd3,2,18594050.0,18597858.0,9.972951483,9.755135841,10.1788995,9.352806931,9.436888238,9.686598438,9.223922627,9.264797323,9.403472133,9.711512189,9.227414541,9.529556468,9.417009486,9.904521047,10.04612705,9.838696836,9.984501644,9.203895761,9.15242647,9.014702896,10.38237248,9.197816672,9.270999019,8.793286668
Commd8,5,72550266.0,72559398.0,8.373839671,7.954547269,7.786753005,7.926887647,7.710619151,7.812794172,8.264183116,8.1863428,7.255022844,8.134728128,8.017118896,8.005588496,7.210807143,8.170654296,8.198782885,8.049908058,7.783652423,8.226359005,7.622236325,8.4561690495,7.091676826,7.84512568,7.89839485,8.230157148
Cox6a2,7,135349128.0,135349830.0,8.150806508,8.647277817,9.029699951,8.27863141,8.27771418,8.92887084,8.655627472,9.172208909,9.671457936,8.030894281,8.638746168,8.448273827,9.069401413,8.376990576,8.825491536,8.800817974,8.700843621,8.441054753,8.633103809,8.991358315500001,7.64114208,8.829713572,8.378194358,8.698735303
Cox6c,15,35855641.0,35868001.0,13.07109125,13.24798876,12.33822227,12.16376147,12.64277783,13.0003441,12.10582679,12.04530812,12.12870092,12.35539503,12.09569495,12.28755571,12.01212871,12.23045127,12.17651799,12.31036037,11.23908441,11.77197292,11.32365792,11.861637510000001,12.75896882,11.71580887,12.05053316,11.78718727
Cox7a2l,17,83901271.0,83913641.0,11.97315976,9.066523572,11.9499411,12.00612993,11.91910853,9.363804517,12.18664628,8.385134708,7.969151389,12.0664297,8.60788513,11.8247442,7.631200499,11.97926611,8.584174263,8.462043742,12.16555295,12.24563103,8.057417875,8.7384711765,11.69274728,8.355590371,9.298631662,8.137915547
Cpd,11,76591926.0,76660520.0,6.688118507,6.8758804995,6.8008020845,8.734883358000001,7.296180995,9.1720891385,6.75235442,6.607252439,8.475627422999999,7.0494553765,6.80407908,7.315796044,8.469066283499998,6.9591066999999995,6.793304802,7.077980925,7.5611399465,8.810357526499999,7.539592603,6.8644787115,9.0033677525,8.8307454515,8.273760670000001,8.8704383985
Cpeb2,5,43625195.0,43680963.0,7.5972006705,8.057989873499999,7.634959876,7.591076008,8.2372933525,8.191729275499998,7.8389036275,7.7172446385,7.2944004965,8.1078355185,7.6179484555000005,8.473226892500001,7.180971746,7.6471130475,7.5223272605,7.6071693945000005,7.441095078,7.325314942,7.4286569645,7.7416599472500005,7.477968901000001,7.6636509440000005,7.636391461500001,8.3362416795
Cpsf2,12,103214209.0,103243738.0,8.192511247,8.538854271,8.627377378,7.526654038,8.245867277,8.37078125,8.211043905,8.270558522,8.353113601,7.439164795,8.46303646,7.460998966,8.494182234,8.527543676,7.69780916,7.463219234,8.210053119,8.39159444,8.169000584,7.731191717,8.732083772,8.256337244,7.441058744,8.220676613
Crebbp,16,4084048.0,4213404.0,6.811565574333334,6.735989729666667,6.720528235333333,7.027126087666667,6.867318493333333,7.219421512,6.732574043666666,6.674195406666667,6.852278257666666,6.739865238,6.6484787223333335,6.875016961666667,6.725917001666667,6.857858847666667,6.73352039,6.873026936333333,6.891364500000001,7.406445789333333,6.702764621666667,6.741811213166666,6.753582839333333,8.602880862666666,8.318434093999999,7.499908627
Crip1,12,114390263.0,114392088.0,10.9858599,10.83405953,11.45786579,11.05138541,11.16146631,10.97348019,11.55279366,11.2443218,10.41765225,10.75587525,11.08811642,10.33514741,10.89972445,11.34828555,11.4265868,10.79842282,11.21777981,10.73766772,10.9776952,10.98698467,11.29150294,10.66672231,11.286185,9.939603045
Crtac1,19,42357527.0,42506273.0,7.850877308,8.638746168,8.323339341,7.32972808,7.992740225,8.037586309,8.024134403,8.03165492,7.847610571,8.547343569,7.891035142,8.683610435,7.413168818,7.779610934,8.136181461,7.850877308,7.734165017,7.957456221,7.326866847,8.058782438,7.825181046,7.890788046,7.630130624,8.614866759
Cryab,9,50561098.0,50564735.0,7.577459706,7.296204059,7.963750072,7.739426455,7.30327077,6.877515316,7.452237874,6.91028428,7.173563132,7.74536959,7.977466155,7.463725277,7.240996191,7.222221509,7.305768237,7.281623365,8.253133395,7.530212102,8.319999862,6.908980681999999,7.548120011,8.457005831,7.753628723,7.561614315
Crygn,5,24256821.0,24263826.0,6.529962448,6.721452032,6.961154467,6.541089079,6.731522915,6.533321501,6.674690699,6.599413817,6.823587256,6.741943836,6.877988794,6.595797201,8.385134708,6.867530021,6.578263685,6.592127109,6.703433925,6.586171513,6.645735472,6.9379526755,6.890860764,6.977783433,6.585487133,6.512893061
Csf1r,18,61265226.0,61290788.0,9.3649304355,9.115989676,8.7972209225,8.178105961,9.0916124445,8.959855515000001,9.245163926,9.304964523999999,8.322549765,9.366604676,9.076055096000001,9.164774819,8.1944613245,9.30136616,9.4479297765,8.8637706105,8.3849047855,8.427935233500001,8.5827661535,9.40948024125,8.1058106415,8.602813635,9.2436967265,8.680984353
Csf2rb2,15,78112940.0,78136033.0,9.463102355,9.299924331,8.830955047,8.655297008,9.379543392,9.036074527,8.576058125,8.798913438,8.210053119,9.2631807,8.470376894,9.443316317,8.130766777,8.744256471,8.780447656,8.833089428,7.920906505,7.680770352,8.166666511,8.8659417485,8.758292401,8.554607903,8.659092994,9.204722602
Csf3r,4,125701794.0,125721684.0,9.32811910925,9.410652738,9.441738656,8.78369815525,9.462666211,9.91461226775,9.411425623500001,9.39093733975,8.454907381249999,9.4615435755,9.1143934045,10.13818806075,8.6333457445,9.45232404125,9.5709301585,8.871473953750002,8.429481352,9.313886599,9.1414295475,9.2976996095,8.87625967875,9.28265815025,9.2719902775,10.3797187355
Csnk1e,15,79248286.0,79274349.0,8.419734888666667,8.453947114666667,8.88149879,9.453292623000001,9.401434710666669,9.547554970333334,8.657033244666666,9.387157341,9.489750531,8.974791108333333,9.380848862999999,9.265068854666668,9.903799330333333,8.929573479666667,8.981277850666666,9.635924981333334,9.577250078,9.712880725,9.796093186333334,9.604812956833333,9.721418583666667,9.913960115,9.625218512333333,10.159990079
Csrp1,1,137616638.0,137648809.0,10.52135583,10.45519909,10.71302701,10.72717017,10.64783544,10.26207851,10.51300871,10.96223075,10.9402056,10.01466437,10.68914212,9.700218457,10.87687621,10.57393159,10.65005604,10.89041435,10.554739,10.54131948,10.81470573,10.405953053000001,10.96815411,10.76944944,10.58198211,9.411036173
Cst7,2,150396151.0,150404680.0,9.204308494,8.847662618,9.013877431,9.596280279,9.112953514,8.438458063,8.602552886,9.058169967,9.532371066,8.715579776,9.356254525,7.961375761,9.182550151,8.705987111,8.967257861,9.001554156,9.157029226,9.221588191,9.578154587,8.580099623999999,9.319806999,9.516384334,8.707786814,7.786212787
Ctdspl,9,118835654.0,118949947.0,9.497484098,9.205446886,9.435058625,9.632156986,9.455187791,8.732421127,9.050086185,9.395515707,9.205446886,9.007416077,9.324950539,8.959773201,9.928391121,9.26521734,9.244673979,9.429984964,9.319424194,8.807309931,9.345570425,9.0377742845,9.745813657,9.264408184,9.072723659,8.290137712
Ctsc,7,95426595.0,95459398.0,11.578225385,10.139014920000001,10.3067815985,10.628923739000001,9.243026229,10.117025173999998,9.4049217785,9.4005143975,9.030837830500001,9.990140776499999,9.105150826500001,9.3605250925,9.9572509485,10.0735181255,10.330541904,10.0279232585,10.401688537999998,9.183049489,9.3564098615,9.871329843999998,8.752642328,9.8261232425,10.654446352499999,9.372457926500001
Ctse,1,133534883.0,133572080.0,9.024692385,9.45062654,12.20406008,8.819433133,9.492745867,12.33822227,9.207617862,12.46241413,8.671600264,9.780329938,8.786077691,10.35409641,8.738522478,12.32814529,12.29579875,12.16376147,11.88304337,8.530776606,12.1073117,12.365900844999999,12.36364586,9.199556577,8.246999695,9.491008748
Ctsg,14,56718718.0,56721411.0,14.24732761,13.52917215,13.43994254,14.46377078,13.68818512,13.24365601,13.45363318,13.91865518,14.50016505,13.48046016,14.06074206,12.69141559,14.0050297,13.45835513,13.64360705,13.6225004,14.09859325,14.07545413,14.21083104,12.764649765,13.98277966,14.0050297,13.36550531,11.97028765
Ctss,3,95330708.0,95360322.0,9.397311482,10.03018804,8.688857164,7.980791163,9.651541287,10.35013086,8.789562951,8.495425162,7.966961417,9.324492183,8.47071126,8.81403492,7.849453863,8.974433543,9.000720954,8.674988534,7.69392859,7.715761174,7.490560614,8.5553411325,8.549332997,7.825425291,9.67367616,8.036010616
Ctsw,19,5465242.0,5468498.0,7.657436914,7.422628267,7.740539383,6.83842583,7.185699297,7.323626791,7.399672719,7.233543388,7.532128457,7.425033496,7.418399462,7.169094319,6.967333685,7.573314216,7.926647589,7.719502324,7.47055917,7.840550447,6.690327653,7.7479106915,6.74705707,7.279649418,8.227403474,6.92801697
Cx3cr1,9,119957811.0,119977400.0,7.54416911,7.855241346,8.123675161,8.693816404,8.280245951,9.674199516,8.136732005,8.418158758,9.035677156,7.833166234,8.313128802,7.618237386,8.968114,8.556693196,8.069731194,8.390886932,9.689535665,9.985123812,9.671956345,8.137459483,8.874152577,9.846737388,10.8495016,8.584488179
Cxcl2,5,91332899.0,91334935.0,10.92631855,8.062328975,8.498116744,11.3853546,12.85475889,10.84529411,9.721438464,12.74237618,7.92065651,10.3793404,11.13547968,12.32387552,6.374495588,10.50559058,9.983942105,10.28150819,7.918102121,7.777535269,6.570575184,10.986913535,10.4164674,9.026301903,10.74686546,8.572488011
Cxcr4,1,130484776.0,130488870.0,12.8770924,13.01311789,13.04112377,11.93668713,12.69654045,13.05500853,12.5158064,12.57724563,11.87724391,12.41040611,12.348846,12.79389742,12.07294876,12.60696463,12.73697387,12.4818054,11.87423472,11.68713411,12.16180348,12.99087115,12.71084698,11.9499411,11.64042149,12.64277783
Cybb,20,9012378.0,9046450.0,8.963729617666667,9.404869102000001,8.740922119333334,9.762303327333333,9.160519031666666,10.191539207333333,8.973205119,8.585405225666667,9.832795634,9.224000235333333,9.191715291,9.214723503333333,9.996565308333333,9.021984291999999,8.750276501333333,9.227542762333334,9.704406237999999,9.498580871666666,9.353014174,8.815398771333333,10.246494031333333,9.610031967666666,9.891548877666667,10.197342145
Cycs,6,50512562.0,50516537.0,11.30162691,11.05138541,11.13651013,11.82204777,10.95492274,11.05311928,11.14584267,11.01315878,11.54662736,10.86349518,11.00567296,10.21569497,11.52929922,11.0549613,11.10211334,11.18437757,11.52447697,11.44861117,11.39295099,10.71000619,11.57978865,11.10780432,11.37979765,10.36394855
Cyfip2,11,46007357.0,46125796.0,8.662940982,9.7166936075,8.367778744999999,8.2977440925,9.781222213500001,10.150399735499999,8.4697893085,8.337001934,8.1052347225,9.434383734499999,8.2899637115,9.906692813,7.927272701,9.02374826,8.5246957415,8.6141271895,7.640708137,8.08649212,7.6321215984999995,8.736062723,8.874292851,8.573458077,9.446298952,8.8610090705
Cyp24a1,2,170308208.0,170322645.0,6.323215367,6.733086369,6.536408998,6.490740922,6.627842535,6.49512325,6.36965901,6.511410256,6.667635824,6.464918235,6.34930049,6.436264915,8.12253515,6.393221403,6.452125756,6.647969593,6.370088786,6.304825769,6.469855178,6.5386566649999995,6.448736948,6.626441605,6.50256377,6.511467867
Cyp27a1,1,74760148.0,74784464.0,7.966520743499999,7.6345026345,8.1136852815,7.573890416999999,7.7682218,7.660038884,8.4362959615,8.359284757000001,7.613718412999999,7.787341636000001,8.079842058,7.305070695,7.424990563,8.224542457,8.278720823,8.037955563499999,8.1549994435,7.878772437,7.804061368999999,8.11879220425,7.324458873499999,7.754333551,8.2451710525,7.2411169925
Cyp4f18,8,74512381.0,74533525.0,12.79082104,12.98018973,13.43445929,12.80667988,12.89296016,13.67627984,13.42478463,13.31293137,13.10896842,13.50417662,13.33818478,13.81360802,13.31293137,13.48437908,13.48046016,13.29054574,13.4988363,13.49385175,13.45363318,13.82567386,13.45835513,13.54984125,12.70537857,14.64638049
D10Ertd322e,10,94943440.0,94964561.0,9.863113289,9.566192856,9.972951483,10.29826136,9.941126745,9.669398262,9.877905243,10.07341961,10.5089759,9.750418216,9.963507393,9.063104858,10.29680277,9.897765207,10.09917443,9.874137869,10.22383981,10.39193876,10.32354674,9.673499321,10.33750645,9.97573321,10.1985389,9.092859317
D15Ertd621e,15,58247037.0,58289292.0,8.636523708,8.514547331,8.147854523,8.176837653,8.520417243,8.709183876,8.067726227,8.050179502,8.306386962,8.559390206,8.269013942,8.612713482,7.647834336,8.332834901,8.466974206,8.449279992,7.758189356,8.175407046,7.674019894,8.3082420575,8.010218386,8.378505083,9.006522547,7.578334615
D17Wsu104e,17,56315167.0,56323343.0,9.381924799,8.973946649,9.536399182,9.691050546,9.261887642,8.687322624,9.315818972,9.423784333,9.478764157,9.037830757,9.32584139,8.61138217,9.539199563,9.360463218,9.451491642,9.475532917,9.581844184,9.591116241,9.851920446,9.2277179155,9.617736136,9.43734036,9.404362312,8.457005831
D230037D09Rik,12,103981968.0,103983607.0,7.991399012,8.639769723,7.922473455,7.383695028,8.770553557,8.676728738,8.323339341,8.043834502,7.46820124,8.593903298,7.818854375,8.816302823,6.887499428,8.001552606,7.981279813,7.981009076,7.05271431,7.248022683,7.140270616,8.0489703225,7.901498436,7.523519972,8.417900844,8.147298564
