gene_symbol,chromosome,start,end,BXD1,BXD2,BXD6,BXD8,BXD9,BXD11,BXD12,BXD13,BXD14,BXD15,BXD16,BXD18,BXD19,BXD21,BXD23,BXD27,BXD28,BXD29,BXD31,BXD32,BXD33,BXD34,BXD40
Defb26,2,152333534.0,152337428.0,6.950461151,6.945011189,6.989509296,7.25285829,6.896868847,7.169184706,7.010077957,6.811848105,7.030258762,7.052792504,8.765470469,6.922903061,7.163981732,7.125979123,7.074873898,6.951521516,6.921697055999999,7.195653447,6.834861323,6.890382483,6.9862431439999995,6.919014583,7.016775869
Defb43,14,63630608.0,63636925.0,6.797175068,6.850156125,6.854251083,7.45814214,6.881250344,7.031817028,7.04932932,6.826080685,7.062185243,7.074215333,8.620371262,6.832960934,7.00349513,7.092111556,6.93169631,6.990492093,6.9455178305,7.213787899,6.822231446,6.781739232,6.893665815333333,6.896500972,6.881325752
Dek,13,47180144.0,47201569.0,8.742233495,8.090532432,8.4573451945,7.8717693435000005,8.4783393805,9.1556885645,8.2946651595,8.8760911135,7.150317525,8.543418481,7.865276741500001,8.01619292,8.354945071,7.1616738049999995,8.9252820075,8.152324838,8.1789663125,7.5034024825,8.443513074,8.9232525355,8.038798199666667,8.681662589,7.905500476
Dgat1,15,76332445.0,76342381.0,8.5670914,8.770940133,8.768425726,9.421430675,9.786250106,8.442940184,9.583388939,8.845223023,8.881004794,9.06728849,9.665053684,8.470376894,9.404362312,9.148957861,8.499045959,8.666300073,8.8366175095,8.899531662,8.349345193,8.162215696,8.665549889666666,8.454566433,8.796557156
Dgkd,1,89812155.0,89841064.0,10.74946704,10.53099829,10.28580127,10.20987443,10.93761077,10.97594443,10.47491802,10.98221055,9.719275581,10.50961375,10.5999072,10.5455821,10.53099829,9.389656618,10.804045,10.70981613,10.706598525,10.28754394,10.70508753,10.80560979,10.590113593333333,10.84529411,10.17835777
Dgkg,16,22468534.0,22657294.0,9.1259207275,10.171505163500001,10.468478185,9.730770087,10.1576077285,9.858193636500001,10.25735298,9.804978058500001,9.55073275,10.251870775,10.466386400000001,9.92267533,9.601176795499999,9.9597773265,10.173251921,10.379852295,9.840317737,9.555861692,9.501376005000001,9.1005750675,9.662438966333333,9.5842205095,9.40639385
Dguok,6,83430211.0,83456963.0,8.486113523999999,8.542339963333333,8.122945025,8.397993704333333,8.045933714666667,7.706851844666667,8.123174957333333,8.304643972333333,9.143021708333334,8.029052051999999,7.737339059,8.871066968666666,8.049393289333333,9.088897934,8.198576311333333,8.392651502,8.492589301666667,8.745810231333332,8.805193661666666,8.634778867666666,8.774184154888887,8.215226231666668,8.965886060333332
Dhrs4,14,56097634.0,56109175.0,8.845574658499999,8.760166271,8.750444167000001,9.1321872735,8.481699836499999,7.985691406,8.684102325,8.806552776,9.562417106,8.202240903,7.9027038045,9.0309518075,8.5979145365,9.3964422995,8.250738312,8.747109119000001,8.943229398249999,9.41519013,8.806070896,8.728680695000001,8.777976901666666,8.725942729,9.045005083
Dhx15,5,52541448.0,52581758.0,12.63534624,11.64387262,11.99187523,12.13257414,12.45225405,12.70218474,12.35297996,12.20606494,10.76543231,12.73362569,12.39493872,11.79178879,12.43232548,10.31217388,12.80356016,12.03260599,11.864481825,11.63554492,11.99376481,12.27379095,11.90757207,12.44609112,11.84325268
Dhx8,11,101594233.0,101628672.0,7.646392468,7.960688458,7.565556871,7.532331991,7.73222478,7.306933862,7.701267426,7.913518327,8.349034182,7.94234816,6.606673943,8.193190201,7.590768247,8.082174641,7.847343893,7.562373709,7.9886780005,8.001552606,7.877819855,7.559665094,7.8254874150000004,7.354286317,8.238352997
Diap3,14,87056130.0,87540921.0,8.861116106,7.0109256825,7.1458532875,7.103477832,6.9251259755,7.155898754,8.4581564535,8.660413206,7.263513183000001,7.204066879,8.119737853,8.324425679,7.084758673,7.7391308635,7.133392091499999,8.426609304,8.395510581500002,7.1369473545,8.3143819195,7.101930239,7.068318170166666,8.634805037,7.1363662885
Dnajb11,16,22857918.0,22872461.0,10.27669164,9.854574687,9.343465854,9.719275581,9.82464459,9.509333423,9.436888238,9.960850452,10.32740372,9.347408747,7.998648648,9.82464459,9.717853579,9.84827486,9.766458644,9.67718353,10.133952260000001,10.16275628,10.06174024,10.2110836,9.994978344666668,9.44663627,10.58831712
Dnajb9,12,45306884.0,45311055.0,7.533473564,7.2884824345000006,7.1528361045,7.144334135499999,7.946058626499999,8.530721853500001,7.669546444,7.719752096000001,6.921894041,7.6828619375,7.4143265545000006,7.0766124265,7.3966183635,6.694816513,8.3858895995,7.2061080005,7.40256195475,7.082944157,7.4918419945,7.770608726000001,7.5732991153333336,7.882197292,7.223446695
Dnajc13,9,104053962.0,104089987.0,8.520417243,8.750108696,8.794343931,8.770940133,8.224189708,7.807584329,8.463678375,8.169461331,9.27057822,8.560444488,8.225736743,8.798913438,8.44039836,9.481696724,8.129689801,8.741985383,8.647707602499999,9.044953552,8.497111849,8.30210518,8.69491439,8.464660771,8.894257517
Dnajc5,2,181255190.0,181289838.0,10.63336469,10.988335825,11.41208308,11.04575216,10.862145550000001,10.660919815,10.586109674,10.58179019,11.231230505,10.5525124735,11.531542864999999,10.741520395,11.290533325,11.543733069999998,10.403199927500001,10.557889275,10.6066526975,11.133244515000001,10.675815499999999,10.654015075,11.588349203333333,11.19727413,10.45249765
Dnase1l1,20,71518556.0,71527676.0,7.72706675,7.29515742,7.471381126,7.64406754,7.793550006,8.222664713,7.419905527,7.454294254,7.126944856,7.893656642,9.033400895,7.296832218,7.801543011,7.328976291,7.990580801,7.412857299,7.402886585,7.386279279,7.526654038,7.694134197,7.476100300333333,7.69167672,7.255827488
Dnd1,18,36923325.0,36925868.0,7.494595905,8.205133975,7.747243735,7.057173601,7.571909692,7.735337877,7.562560069,7.318631004,7.584667861,7.649189053,6.721217124,7.615793671,7.194133764,8.355900002,7.139238123,7.250954517,7.160193563,7.101929366,7.459119296,7.676810319,7.720925538333333,7.807584329,7.712105635
Dnmt1,9,20711653.0,20757317.0,11.23908441,10.32608766,10.64855234,10.52678477,11.01884948,11.43741071,10.71147042,11.12293033,10.0893854,11.43634201,10.96558541,10.32490032,10.96558541,9.452505612,11.46519065,10.92805342,10.681591045000001,10.56298865,10.95580668,11.14896736,10.823230986666667,11.20925675,10.57322258
Dntt,19,41103765.0,41134013.0,8.938978238,9.136851646,8.937810906,8.799670559,9.570345833,8.754533917,10.9858599,10.90716348,9.545111183,9.465514895,8.979316878,10.05776829,9.619114701,8.769927583,8.519644601,9.427933016,9.685886511,9.445124415,9.504496908,9.219380432,8.743665398333334,7.519889863,9.634208153
Dpagt1,9,44134928.0,44141683.0,10.99578263,9.761635054,10.06955315,10.46806974,10.71147042,10.1778389,9.827330915,10.89632752,11.12485643,10.74946704,10.72189389,9.695260982,10.75420509,10.39334749,10.57852767,11.07370242,11.004302345,11.17210284,10.63938826,9.631614643,9.907319510999999,9.9443267,10.96815411
Dpp7,2,25207796.0,25211879.0,9.458860347,8.8777151,8.5476663,9.143779803,9.582838818,8.839113271,9.611751568,9.810030302,9.143779803,8.65774542,8.147029024,8.613468825,8.587804456,8.111702319,8.882721444,8.704587065,8.7427946565,8.625706385,9.781214763,9.871961858,9.546686758,8.885705755,9.45424343
Drr1,20,15499430.0,15516375.0,11.03903281,10.97348019,11.21495488,10.70047155,11.52447697,11.42119847,11.32459696,10.87859794,11.74839391,11.95470782,12.37670667,10.83941313,11.56773605,10.8750956,11.57602759,11.11783737,11.22475976,10.53804349,10.93279591,11.019705,11.151683,11.46389005,11.04931455
Dtnbp1,13,45017454.0,45097465.0,11.92403698,12.20979126,12.52512055,11.70221041,12.49096603,12.34041416,12.44609112,12.44109596,11.48316379,12.59472082,12.43232548,12.14341955,12.55617026,11.28514129,12.58208546,12.38783638,12.154332405,11.75751719,11.90092857,12.30203684,12.044935686666667,11.94276834,11.75373427
Dusp1,17,26642535.0,26645464.0,12.29579875,11.87277444,11.79330907,13.59604675,14.65825196,12.59722186,14.75746738,14.52913751,13.16096877,15.07592601,13.65469902,13.69362796,14.09146951,13.10896842,13.21935714,12.53920907,14.158635075,13.59604675,13.94769716,12.82149114,13.753175256666665,12.40140164,13.60711642
Dusp2,2,127161895.0,127164112.0,9.696286901,10.89632752,10.64109089,11.45564258,13.12987356,10.51713677,13.22354265,12.12168523,10.5999072,13.19944414,11.9486313,12.34041416,11.90549104,10.99578263,10.75750901,10.36971774,12.335226765,11.2241381,11.17620937,9.704250407,11.395852785333332,9.71733118,10.88038455
Dusp6,10,98725865.0,98730118.0,8.358488816,8.0702013175,8.495818325,8.0945084295,8.8077434865,8.67252356,9.316490984,9.413635273499999,8.228335156,9.1548299795,8.4879082455,8.747295907,8.8500651195,7.8301693595,8.501823916500001,8.579244138,8.615281162,8.439184939,8.935296508,8.5741755785,8.443121302166666,8.2593214565,8.5095332905
Dusp8,7,149265395.0,149281748.0,6.711436312,6.77620203,6.955256557,6.621779805,7.113011949,6.778372742,8.608830203,6.960824334,6.77740776,6.781713114,6.978978143,6.76490983,7.002274376,6.85759579,6.824962736,6.68570189,6.817227976,6.65973383,6.758062277,6.65782851,6.685080668,6.715505476,6.792721223
Dyrk1a,16,94791617.0,94916674.0,8.1175482905,7.5195262495,7.5322433575000005,7.720084523500001,7.9862534185,8.260981428000001,7.613428032,7.985917848,7.223260983,7.850449998,7.0474960485,7.6299243545,7.678695488000001,6.968546162999999,8.344433842,7.6815350305,7.7603075417500005,7.4565000505,8.009493094,8.1629414535,7.671105592,8.230612399,7.5315443675000004
Dyrk3,1,133025019.0,133034811.0,7.9041298005,7.8408998335,7.783644116,8.099691252,8.6461785995,7.570994213500001,8.8704965095,8.882670928,7.7394278355,8.2805543045,7.312857528,8.080225498499999,8.223990413500001,7.8750496845,7.506626347,7.7519558585,8.19723901275,8.161773446,8.1404425135,7.7663914045,7.879922616833333,7.8464661975,7.9705283635
E430025E21Rik,15,59163552.0,59205707.0,8.478673272,7.469770723,7.593405826,7.35191988,8.075043363,9.400475,7.654913116,7.908390493,7.112515608,8.387706511,7.66638418,7.484875802,7.860180324,6.983592781,8.932156623,7.561834097,7.594558486,7.204557519,7.816180603,8.14466688,7.730443299,8.408849839,7.547364161
Ear1,14,44396430.0,44397304.0,9.141938449,9.170111385,10.15424583,11.58965954,12.33822227,12.89296016,9.412420963,10.29076602,9.272264556,9.99273712,10.83328598,9.742838512,11.85923357,10.60293361,10.69901549,11.09549108,8.900938005,10.22215214,10.99680778,11.90848067,10.923593954333334,10.54922241,10.48326086
Ear10,14,44500385.0,44501224.0,7.495149947,7.494874244,7.8902735884999995,8.872605637,9.212628579,10.0837841695,7.41201571,8.229323179,7.982787212,7.5251516325,8.169805610500001,7.767465081499999,8.499039162999999,8.672541256,8.078271246,8.5510048205,7.38791311,8.467724351,8.733934155,9.466749631999999,8.600426980166667,8.0413438125,8.503773436
Ear11,14,51874941.0,51875787.0,6.50698966,7.205099059,7.007851018,8.204834467,7.673809502,7.318631004,6.993443057,6.502010931,7.334568009,7.175122393,6.938052604,7.157543225,7.697147765,7.175923706,6.474001839,6.398621476,6.457099073,7.303378434,7.8341088,8.207868772,6.43916909,6.976389008,7.55193758
Ear2,14,44680319.0,44681199.0,8.151541332,8.172242375333333,8.657563154333333,10.186031866666667,9.738639842333333,9.814767749666666,8.108075350333333,8.783325345666666,8.983602059,8.113031786,8.616856542,8.737866718666666,9.639493653333334,10.215188749,8.460595239666667,9.49225474,8.023443803166666,9.464311107333332,9.408035105,9.963211281666666,9.50969372788889,8.787530593666666,9.425473222666668
Ear3,14,44680321.0,44681194.0,7.042554939,6.891774740500001,7.0370462385,7.2075150565,7.8653148015,9.146034352000001,7.101854826,7.180238493499999,7.0061181845,7.0898999655,7.1447826115,6.947818915,7.356540356,7.0095667145,7.348720843,7.2147973645,6.979892377250001,7.0326549555,7.302670117,7.939314109,7.452410075666666,7.406599764,7.1921052754999995
Ear6,14,52473443.0,52474318.0,6.9521304184999995,6.968389066,7.223405431,7.872101788,8.429264749000001,8.319332995,6.824033945,7.557575535,7.1873333115,7.079342539,7.026720801,7.1462156035,7.5980126205000005,8.0325277875,7.24906488,8.1359723805,7.00126265375,7.493149731,7.222336982,7.58272427,8.117208617000001,7.183112469,7.276001300000001
Ebi3,17,56092046.0,56096444.0,8.819433133,10.2747479,9.921926608,9.242088224,9.952467558,9.760250802,10.00428499,9.834918919,9.841367414,10.65586121,10.07011548,9.761635054,9.522341532,9.933263313,10.11642234,9.852441626,9.7948789035,9.479711009,9.703359573,9.253395036,10.277753229666667,9.643479848,9.805879522
Eed,7,97103166.0,97129493.0,11.13355064,10.30320142,10.59112519,10.63110005,10.93854762,11.67237828,10.82809667,11.09096437,9.069768221,11.39188941,11.12561156,10.05550912,11.15171574,8.609561074,11.7445049,10.70815024,10.64921115,9.865181488,10.65496736,11.15268046,10.484504007666667,11.44293361,10.22622354
Eef1b2,1,63223399.0,63227060.0,13.342656980000001,12.838664145,12.49175166,13.464513185,12.27472578,12.275172045,12.810690755,13.03856411,13.45859326,11.6911048975,11.746427379,13.401158245,12.748492989999999,13.614678115,12.584253855,13.1451543,12.8676044525,13.63645576,13.69942768,13.95959092,13.463378118333335,13.37828229,13.693163605
Eef1e1,13,38737563.0,38750879.0,9.155720314,8.292570617,8.553181541,9.206365491,8.368895423,8.605346589,8.594977708,8.817858893,8.531600193,8.34789391,7.59246181,8.832733189,8.690532706,8.277418398,8.479295775,8.84925226,8.769843440999999,9.173058534,8.941014088,9.109606004,8.764853498333332,8.987243632,9.170501063
Eef2,10,80639405.0,80645241.0,12.35198958,12.973385353333333,12.373546063333334,11.445505631333333,12.423384743333335,11.600260821333334,12.271422043333333,12.555186493333332,12.230789073333334,11.90692182,11.69254422,12.917979433333334,12.011137806666667,12.50529111,11.685017906333334,12.231116146666666,12.847896616666667,11.370409008000001,11.783988692666668,11.262142335666667,11.289578792999999,10.498604738,12.01903601
Efs,14,55535380.0,55544751.0,6.778558352,6.846179804,6.596056051,6.754159721,6.884940561,6.595550439,6.880306643,6.787924677,6.863963637,6.961954412,6.809730082,6.743595901,6.769806734,6.737165037,6.677913233,6.644321572,6.779671833,11.99729726,6.728997131,6.877663525,6.791738641999999,6.809469223,6.77899802
Egr1,18,35020861.0,35024638.0,13.23621117,11.94276834,11.58233921,13.60711642,14.72500413,13.88162509,14.50016505,14.25705607,12.65928766,14.62816274,13.9260178,13.37071808,13.85997863,13.1500449,14.26406684,12.59214991,14.109941845000002,12.73697387,14.18464324,13.84698957,14.171683083333335,14.01232773,13.6225004
Egr2,10,66998223.0,67004936.0,6.795795723,6.489672335,6.250425272,6.64285446,8.247365078,6.765613248,7.377332471,8.133293378,6.483528336,7.167813629,6.534218563,6.614785918,6.690141484,6.347451813,6.798565803,6.403203162,7.9637508445,6.419792317,7.803781215,6.912463118,7.264991472666666,6.774577002,6.804061771
Egr3,14,70477252.0,70479964.0,7.145743426499999,6.8290915985,7.036145613,8.20026097,9.9031047205,7.6491018975,9.051679178,9.4213552045,7.184843816,8.930038597500001,8.5257122885,7.3105634235,8.020546829,7.4710974695,7.906630377000001,6.983824494,8.77891601475,7.893794441,8.402652831,7.242158023,8.623966951833333,7.739162442,7.7902435365
Egr4,6,85461116.0,85463536.0,6.77209757,6.600474036,6.717821003,6.608078064,8.376050091,6.755717947,8.332194937,7.273712724,6.6039251,7.62287911,6.435744421,6.793338129,6.977412427,6.467259709,6.777442907,6.579312217,7.679772547000001,6.716005035,7.09036234,6.953002938,7.1343258013333335,6.908082742,6.770819274
Ei24,9,36587286.0,36604890.0,9.613850071,9.355751551,9.301853339,9.599614527,9.024692385,8.869483145,9.320592446,9.274921862,10.03512365,9.118411044,8.92450295,9.722537859,9.320238752,10.37732409,8.739287218,9.393769359,9.394128481500001,9.973499614,9.710107258,9.650566612,9.727553655666668,9.16228428,10.17009642
Eif2c2,15,72937291.0,73015239.0,9.2128577545,9.489712298499999,9.80157318,9.2532308755,9.979352200000001,9.514489417,9.599918179,9.523264437,8.8326042405,9.453217161,9.728052440999999,9.043562199,9.5752328465,8.981396212,9.191474315,9.501189534,9.2737955635,8.720623175499998,8.92043601,8.480209251000002,9.067880159833333,9.016669435499999,8.908508894499999
Eif2s3x,20,91434046.0,91458201.0,10.33891492,9.758869319,9.832852942,10.11862185,9.65204322,9.580849304,9.818620879,10.3973825,9.931214508,9.83243476,9.423330516,10.04393027,9.893073163,9.697638715,9.787792649,10.18671984,10.228792590000001,10.07576978,10.7011375,10.94380533,9.931813630999999,9.916206207,10.58697954
Eif4b,15,101912417.0,101927604.0,8.81618087,7.954419847,7.826927844,7.5759166780000005,8.2131096715,8.7695979105,7.970881942,8.520776288499999,7.6476184185000005,8.092068191500001,7.2431212455,8.228523002500001,8.119932601999999,7.670139042500001,8.7023648885,8.0060286305,8.047323412499999,7.7156691405,8.3377411115,8.694765677,8.116608295666667,8.059190239,8.2479711765
Eif4g2,7,118214082.0,118226544.0,8.672296902500001,7.785851769,7.5363781475,7.007492646,7.9738064379999996,9.0544739505,7.8187216015,8.2810274685,7.3094440125,7.8386430715,7.0564311255,7.827910465,7.5984852,6.9919863,8.450712345,7.7809848375,7.73061608075,7.132797449,7.4626902525,8.238067254,7.3957111913333335,7.5029057864999995,7.2791855085
Eif5,12,112776381.0,112782829.0,9.334563633,9.21429724,9.111328322,8.871512229,8.971403952,8.38934698,9.18521455,9.018117275,9.646600618,8.345653485,7.960107094,9.185682992,9.045376937,9.010426664,8.395588029,9.212587813,9.012496059,8.927691428,8.915507484,8.879015177,8.545772313333332,8.436035056,9.28960323
Eif5a,11,69730222.0,69735460.0,10.963306815,10.081266604749999,9.22876113275,10.250199304,9.68123948875,9.3758977255,9.96325467075,10.4202845465,10.8859307785,8.75204897575,8.20447602225,10.70475791375,9.839843543499999,10.65359836725,9.4326990455,9.82379615975,10.432587305,10.68516235025,10.46223376175,10.2508531145,10.125796641166666,9.5009398385,10.92358895975
Elovl1,4,118100698.0,118105558.0,8.703832356333333,8.572352071333334,8.289788257666666,8.695871655,7.9683052813333335,7.738341049,8.271822463,8.238750846333334,9.168917527333333,7.897433997666667,8.019034713333333,8.754179713666668,8.169115119666666,9.041561730666666,7.928679982666666,8.390713984666666,8.6236659465,8.800766269666667,8.219192363333333,8.227004500666666,8.288836736333334,7.8928976906666675,8.798107346333333
Elp3,14,66149292.0,66211837.0,10.02496092,10.0962543,9.084254789,9.189239648,9.849385579,9.212965953,9.764940849,10.11019432,10.14087073,9.65204322,8.805867199,10.23296466,9.816702616,10.14303463,9.388360537,9.436888238,10.107043318999999,9.889003258,10.18190751,10.34648078,9.920803466,9.184722509,10.34317052
Eltd1,3,151100851.0,151208050.0,12.57724563,12.57724563,13.07911319,12.55617026,12.4888641,12.47952204,12.41245899,12.60215129,12.70537857,13.60711642,12.84566402,12.51143034,12.72127781,11.71181958,13.16868087,12.54149739,12.657932905,12.57173514,13.1842739,12.72834609,12.335014313333334,11.7445049,12.87383178
Emd,20,71500026.0,71506887.0,9.6312050515,9.1312275315,9.036130749,9.3568774175,8.577179972,8.204090464,9.029915467999999,9.315976115000002,9.9765495305,8.551231028,8.1998115095,9.898140634,8.9031145275,9.9666213755,8.2134888245,9.2551130825,9.46316801175,9.5150368395,9.4371572225,9.180469957500001,9.126933326500001,8.4752315175,9.7756915235
Eme2,17,25025431.0,25032032.0,6.805409693,7.674019894,6.772347848,7.630798259,7.911033123,8.043834502,6.584978913,7.633475417,7.327014313,8.002644365,7.354739314,6.540970456,7.993739975,6.558331927,8.207279975,7.66638418,6.6481009234999995,7.532128457,6.528627722,6.801082595,6.685957144,6.725823134,7.718968314
Emilin2,17,71601516.0,71660326.0,8.060706021,7.370002273,7.406701085,7.805952383,7.831940322,7.912029774,7.466971237,8.368602308,8.518333787,7.438326096,6.521548765,8.238118751,7.692581248,8.832381327,8.20635105,8.266105349,8.68797642,8.130766777,8.275516912,8.221463597,8.181293876,8.325879311,8.54056285
Emp1,6,135312949.0,135333191.0,9.933263313,7.997580342,8.643249039,7.575868184,10.5696468,9.669398262,10.34766877,11.83058954,8.968114,10.88619283,6.719914054,10.66287167,10.63264737,10.10845597,8.29666085,8.856288668,9.120595453,10.43474406,11.59919092,11.2422519,8.354946804999999,9.778264056,10.57852767
Emp3,7,53173398.0,53176658.0,12.161862955,12.459775489999998,12.017983095,12.645139265000001,11.604871475,11.38671929,12.255464215,12.08555569,13.159835155,11.643181575,12.326410175,12.552726045,12.14397911,13.209903404999999,11.54961487,12.246365585,12.426235720000001,12.85522758,12.523941085,12.344138555,12.545701401666665,12.02758208,12.63417834
Enpp4,17,44233257.0,44242758.0,9.124027963,10.02439169,10.06002785,9.400885016,9.273507346,9.060089844,9.427433996,9.317475858,9.100130782,9.736321485,8.414109558,9.138835938,9.344709225,9.21429724,8.815081245,9.350928088,9.206670061,8.849588406,9.268824669,9.036501927,8.940882584666667,8.776303936,8.947919582
Enpp5,17,44215762.0,44223516.0,7.864009366,9.362843204,7.214636445,9.165791381,7.743822747,8.62775593,9.068057376,9.45424343,9.212192703,9.083020413,7.192329853,7.326752874,8.96330267,7.099115343,9.13806122,7.321063065,7.3806163505,8.712110246,7.748972208,8.304233182,7.664115672,8.082492918,7.310441762
Entpd3,9,120448936.0,120477435.0,7.308742381,8.3815394,8.500832797,7.477735851,7.487134001,7.04246564,7.611728953,7.473452581,7.304844329,7.692825428,7.43392189,7.662399769,7.456606348,7.705223884,8.147600472,7.415520476,7.2543090955,7.002925282,7.419259651,8.417545343,7.552273881333334,7.465409362,7.984606617
Ephb4,5,137791337.0,137819897.0,7.3407950535,8.075307666,8.324889256,8.10132921,8.325030376,8.3134383575,7.9006668195000005,8.239679023499999,7.7163193450000005,7.651018562,7.9128207335,7.8700147605,7.7249891680000005,8.1126125395,8.0074281995,7.914486655999999,7.364933798499999,7.4369743415,7.7380579745,8.964503713,8.491570282333333,7.8084005395,8.1307733135
Epm2aip1,9,111174433.0,111181601.0,8.138772161999999,7.763915666999999,7.5892925515,7.3630614685,7.7659875365,8.6209995875,7.73300637,7.8025402695,7.118515834,8.0252927075,7.2894119745,7.616017769,7.7371452465,7.1157371529999995,8.4738417695,7.6862093045,7.58409127275,7.2108083525,7.8560933765000005,8.3051984125,7.7227404706666665,7.9673842310000005,7.6749083375
Epx,11,87677502.0,87689038.0,6.892820675,6.754749319,6.712235914,7.418708865,8.947919582,8.060217075,6.795140651,7.19214025,6.883847325,7.062261795,6.872568426,7.123571474,7.529654567,7.678304495,7.042100883,7.970738557,6.980200698,7.080146385,7.273332711,7.521777818,7.854478055666665,7.028104384,7.008856866
Ermap,4,118848062.0,118862616.0,7.836153867,7.465594333,8.11914905,8.124785586,8.173671154,8.149336718,7.567031813,7.178346998,7.502290963,7.461147379,6.996225915,7.416004913,8.368350439,7.993478032,7.526654038,7.670600184,7.71041956,7.568333431,7.913518327,7.432985009,7.213095228999999,8.594261716,9.133808963
Etfdh,3,79407710.0,79432785.0,8.536045339,8.047172295,7.618038997,7.84512568,8.012982392,7.994370961,7.919090722,8.40410636,8.812076841,8.087355121,7.141916801,8.456322501,7.93566575,8.372961281,7.680962565,7.842458633,8.303842146000001,8.508732118,8.394705334,8.3051488,8.071981630666668,7.584120833,8.498116744
Ethe1,7,25372562.0,25393944.0,10.13924461,10.31153923,10.73620799,11.25607091,9.72039012,9.823363327,10.16109207,10.15851165,10.39994595,10.15851165,10.45519909,10.29614573,10.49604555,10.87429494,9.543109364,10.26276286,10.191503112500001,11.13080786,10.42467837,10.04449615,10.088628819333335,10.14858708,10.28939017
Etohd2,13,59871326.0,59875041.0,9.240768929,8.980714182,9.083844959,9.815603234,8.145735361,8.748523543,7.898161572,7.842458633,8.055077237,7.407656461,7.617178683,8.43572582,9.103992042,8.56252481,8.434067425,9.123643784,8.4425593185,9.60793247,7.955614057,7.318631004,8.844250081333334,8.115035559,8.583570872
Etv3,3,87329329.0,87344078.0,8.177693385,8.816302823,8.688038112,8.356195051,9.012716656,7.334183241,9.218027621,8.652291293,8.408247515,7.718968314,9.077318948,8.617937743,8.437312673,7.652249471,8.200653451,8.46270137,7.568834026499999,7.988385453,8.526836195,8.363095579,7.518238356999999,7.162049332,8.323674894
Evi2a,11,79340062.0,79344111.0,7.962411774,7.883225189,7.810171427,8.159807026,8.417545343,7.742233336,8.671600264,9.041075736,8.089044316,8.255760773,7.613363374,8.062328975,8.03165492,7.578334615,8.00507428,8.073099163,8.8266890775,8.092635059,8.802742882,8.084453821,8.089731322,7.643429008,8.250165173
Exosc5,7,26444221.0,26453041.0,10.86921265,10.78482864,10.8495016,11.23304519,10.52678477,10.07790279,10.79755567,10.50022537,11.10780432,11.01772963,11.43216362,10.92122682,11.00646605,11.35252397,10.18140745,10.38565339,10.838548925000001,11.22824955,11.16732693,10.72802062,10.973503549999998,10.99046127,11.46389005
Exosc8,3,54532600.0,54539315.0,10.83865275,9.803875995,10.30011189,10.55996943,10.44145165,10.96145671,10.25379774,10.44560413,9.804828102,10.49952231,10.38496228,9.932715935,10.67275439,9.094896668,10.95132213,10.29546911,10.33812393,10.47084908,10.58410415,11.08637875,10.518643140666667,11.16644688,10.41517979
Expi,11,83522517.0,83524850.0,7.076530131,6.793506412,7.754038426,7.050093972,6.629856856,7.469923783,6.860635847,7.836379833,6.569435184,6.800238392,6.422596076,7.655593221,6.724283872,7.184782213,7.201664675,7.734646182,7.3541928975,6.509793702,8.227403474,7.118578817,7.386769506,7.305112954,7.481290331
Ext1,15,52895593.0,53177714.0,8.274578143,8.258484666,9.05432135,8.35772795,8.319999862,8.535658494,8.712885012,8.490070621,7.985973258,8.77809449,7.10854886,8.248928205,8.916807434,8.547343569,8.504130956,8.765822481,8.486038164,8.470029097,8.75054301,8.231747032,8.342045718333333,8.785304308,9.070174863
Eya3,4,132194902.0,132280680.0,8.049161393,8.4945298705,8.4145111405,7.472697748,7.830341004499999,8.745788239,7.6633733025,7.7738870155,7.3750684495000005,8.0182491615,9.0262481175,7.732575899,8.6509829395,7.2358681990000004,8.134041896500001,8.564291493,7.63072420725,8.39598106,8.384792682499999,7.7485902135,7.6468705405,7.7570570895,7.641189211
F2r,13,96371744.0,96388388.0,13.48958903,13.41612941,11.65921776,12.08096339,13.9260178,14.02687881,13.86744107,13.67627984,13.64883229,14.13916976,13.23621117,11.97766559,13.89027774,12.00612993,13.59097602,13.34773114,13.266100640000001,11.74965023,13.30467533,13.53498474,13.758932373333336,11.92087254,11.62484586
Fah,7,91733669.0,91755232.0,8.344472978,8.967257861,9.390511841,9.115510421,9.885551253,9.246000996,9.852950992,9.933263313,9.567003052,10.16215757,9.318234885,10.08075694,8.960881291,9.507297905,9.049692277,8.91719675,8.488878515,8.970266052,9.835409297,9.548426763,9.071025376,8.749396515,8.62775593
Fasn,11,120667254.0,120685492.0,11.57602759,10.9080136,10.80981956,10.76216654,11.72121766,11.90998634,11.34372937,11.4188047,9.816171396,11.85036423,11.77613128,10.85109794,11.47189428,9.343064883,12.39493872,11.10685983,11.147791184999999,10.69825658,11.06804188,11.59386768,11.208091376666667,11.87277444,10.90637703
Fbxo11,17,88390199.0,88464631.0,8.54192612,8.299382114,8.06946567,8.074263823,8.200653451,7.888151872,8.071623351,8.589655057,8.701960546,7.987302593,7.297790428,8.778850774,7.77288677,8.479618043,7.704969193,8.332194937,8.442667923,8.468948673,8.154933932,8.132454727,8.003454988,7.463219234,8.060706021
Fbxw5,2,25356270.0,25360991.0,10.1778389,7.291370057,7.008856866,8.115035559,6.661099901,6.895356133,8.11914905,9.987252058,10.21048386,10.36782455,10.13629373,7.440292031,7.687869355,6.8994726,7.056276587,10.19791288,6.749760092,6.924817303,7.331777762,6.946446227,6.896239887999999,6.71716691,7.380914155
